Country or Area,Year,Commodity,Flow,Trade (USD),Weight (kg),Quantity Name,Quantity
"China, Hong Kong SAR",2004,"Trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Re-Export,24918,7516,Weight in kilograms,7516
"China, Hong Kong SAR",2004,"Atlantic salmon (Salmo salar) & Danube salmon (Hucho hucho), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Import,5670825,1474213,Weight in kilograms,1474213
"China, Hong Kong SAR",2004,"Atlantic salmon (Salmo salar) & Danube salmon (Hucho hucho), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Export,170491,64031,Weight in kilograms,64031
"China, Hong Kong SAR",2004,"Atlantic salmon (Salmo salar) & Danube salmon (Hucho hucho), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Re-Export,170491,64031,Weight in kilograms,64031
"China, Hong Kong SAR",2004,"Fish; frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,205259,55835,Weight in kilograms,55835
"China, Hong Kong SAR",2004,"Fish; frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,84653,44828,Weight in kilograms,44828
"China, Hong Kong SAR",2004,"Fish; frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Re-Export,84653,44828,Weight in kilograms,44828
"China, Hong Kong SAR",2004,"Fish; frozen, halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,5519442,1694023,Weight in kilograms,1694023
"China, Hong Kong SAR",2004,"Fish; frozen, halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,1651140,767852,Weight in kilograms,767852
"China, Hong Kong SAR",2004,"Fish; frozen, halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Re-Export,1651140,767852,Weight in kilograms,767852
"China, Hong Kong SAR",2004,"Fish; frozen, sole (Solea spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,502431,181496,Weight in kilograms,181496
"China, Hong Kong SAR",2004,"Fish; frozen, sole (Solea spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,348,110,Weight in kilograms,110
"China, Hong Kong SAR",2004,"Fish; frozen, sole (Solea spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Re-Export,348,110,Weight in kilograms,110
"China, Hong Kong SAR",2004,"Fish; frozen, flat fish, n.e.c. in item no. 0303.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,14123,488,Weight in kilograms,488
"China, Hong Kong SAR",2004,"Fish; frozen, flat fish, n.e.c. in item no. 0303.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,250455,75350,Weight in kilograms,75350
"China, Hong Kong SAR",2004,"Fish; frozen, flat fish, n.e.c. in item no. 0303.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Re-Export,250455,75350,Weight in kilograms,75350
"China, Hong Kong SAR",2004,"Fish; frozen, albacore or longfinned tunas (Thunnus alalunga), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,587,69,Weight in kilograms,69
"China, Hong Kong SAR",2004,"Fish; frozen, yellowfin tunas (Thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,1620120,121260,Weight in kilograms,121260
"China, Hong Kong SAR",2004,"Fish; frozen, yellowfin tunas (Thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,63296,11942,Weight in kilograms,11942
"China, Hong Kong SAR",2004,"Fish; frozen, yellowfin tunas (Thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Re-Export,63296,11942,Weight in kilograms,11942
"China, Hong Kong SAR",2004,"Fish; frozen, skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,552910,21224,Weight in kilograms,21224
"China, Hong Kong SAR",2004,"Fish; frozen, skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,12719,21100,Weight in kilograms,21100
"China, Hong Kong SAR",2004,"Fish; frozen, skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Re-Export,12719,21100,Weight in kilograms,21100
"China, Hong Kong SAR",2004,"Fish; frozen, Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,470235,8598,Weight in kilograms,8598
"China, Hong Kong SAR",2004,"Fish; frozen, tuna, n.e.c. in item no. 0303.4, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,1281181,80661,Weight in kilograms,80661
"China, Hong Kong SAR",2004,"Fish; frozen, tuna, n.e.c. in item no. 0303.4, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,31444,25180,Weight in kilograms,25180
"China, Hong Kong SAR",2004,"Fish; frozen, tuna, n.e.c. in item no. 0303.4, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Re-Export,31444,25180,Weight in kilograms,25180
"China, Hong Kong SAR",2004,"Herrings (Clupea harengus/pallasii), frozen (excl. fillets/oth. fish meat o ...",Import,89496,113939,Weight in kilograms,113939
"China, Hong Kong SAR",2004,"Cod (Gadus morhua/ogac/macrocephalus), frozen (excl. fillets/oth. fish meat ...",Import,7451920,844485,Weight in kilograms,844485
"China, Hong Kong SAR",2004,"Cod (Gadus morhua/ogac/macrocephalus), frozen (excl. fillets/oth. fish meat ...",Export,1197080,191452,Weight in kilograms,191452
"China, Hong Kong SAR",2004,"Cod (Gadus morhua/ogac/macrocephalus), frozen (excl. fillets/oth. fish meat ...",Re-Export,1197080,191452,Weight in kilograms,191452
"China, Hong Kong SAR",2004,"Sardines (Sardina pilchardus, Sardinops spp.)/sardinella (Sardinella spp.)/brisling/sprats (Sprattus sprattus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Import,212311,209086,Weight in kilograms,209086
"China, Hong Kong SAR",2004,"Mackerel (Scomber scombrus/australasicus/japonicus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Import,2186869,1458066,Weight in kilograms,1458066
"China, Hong Kong SAR",2004,"Mackerel (Scomber scombrus/australasicus/japonicus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Export,100490,104726,Weight in kilograms,104726
"China, Hong Kong SAR",2004,"Mackerel (Scomber scombrus/australasicus/japonicus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Re-Export,100490,104726,Weight in kilograms,104726
"China, Hong Kong SAR",2004,"Dogfish & other sharks, frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Import,54363,4749,Weight in kilograms,4749
"China, Hong Kong SAR",2004,"Dogfish & other sharks, frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Export,201,116,Weight in kilograms,116
"China, Hong Kong SAR",2004,"Dogfish & other sharks, frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Re-Export,201,116,Weight in kilograms,116
"China, Hong Kong SAR",2004,"Eels (Anguilla spp.), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Import,847096,352980,Weight in kilograms,352980
"China, Hong Kong SAR",2004,"Eels (Anguilla spp.), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Export,217696,95310,Weight in kilograms,95310
"China, Hong Kong SAR",2004,"Eels (Anguilla spp.), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Re-Export,217696,95310,Weight in kilograms,95310
"China, Hong Kong SAR",2004,"Sea bass (Dicentrarchus labrax/punctatus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Import,23493281,2847245,Weight in kilograms,2847245
"China, Hong Kong SAR",2004,"Sea bass (Dicentrarchus labrax/punctatus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Export,4731977,667831,Weight in kilograms,667831
"China, Hong Kong SAR",2004,"Sea bass (Dicentrarchus labrax/punctatus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Re-Export,4731977,667831,Weight in kilograms,667831
"China, Hong Kong SAR",2004,"Hake (Merluccius spp., Urophycis spp.), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Import,4557,119,Weight in kilograms,119
"China, Hong Kong SAR",2004,"Fish (excl. of 0303.71 - 0303.78),n.e.s., frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Import,57406543,52378048,Weight in kilograms,52378048
"China, Hong Kong SAR",2004,"Fish (excl. of 0303.71 - 0303.78),n.e.s., frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Export,28355647,37789849,Weight in kilograms,37789849
"China, Hong Kong SAR",2004,"Fish (excl. of 0303.71 - 0303.78),n.e.s., frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Re-Export,27629112,37539951,Weight in kilograms,37539951
"China, Hong Kong SAR",2004,"Fish livers & roes, frozen",Import,2462243,449364,Weight in kilograms,449364
"China, Hong Kong SAR",2004,"Fish livers & roes, frozen",Export,91745,62469,Weight in kilograms,62469
"China, Hong Kong SAR",2004,"Fish livers & roes, frozen",Re-Export,80831,45469,Weight in kilograms,45469
"China, Hong Kong SAR",2004,"Fish fillets & oth. fish meat, whether or not minced (excl. of 03.02), fres ...",Import,9377454,5182302,Weight in kilograms,5182302
"China, Hong Kong SAR",2004,"Fish fillets & oth. fish meat, whether or not minced (excl. of 03.02), fres ...",Export,522609,399275,Weight in kilograms,399275
"China, Hong Kong SAR",2004,"Fish fillets & oth. fish meat, whether or not minced (excl. of 03.02), fres ...",Re-Export,522609,399275,Weight in kilograms,399275
"China, Hong Kong SAR",2004,"Fish fillets, frozen",Import,70004000,25343653,Weight in kilograms,25343653
"China, Hong Kong SAR",2004,"Fish fillets, frozen",Export,28430781,11236187,Weight in kilograms,11236187
"China, Hong Kong SAR",2004,"Fish fillets, frozen",Re-Export,28393371,11231937,Weight in kilograms,11231937
"China, Hong Kong SAR",2004,"Fish meat other than fillets, frozen",Import,6008505,2932399,Weight in kilograms,2932399
"China, Hong Kong SAR",2004,"Fish meat other than fillets, frozen",Export,2705305,1685636,Weight in kilograms,1685636
"China, Hong Kong SAR",2004,"Fish meat other than fillets, frozen",Re-Export,2705305,1685636,Weight in kilograms,1685636
"China, Hong Kong SAR",2004,"Fish; flours, meals and pellets, fit for human consumption",Import,369257,75930,Weight in kilograms,75930
"China, Hong Kong SAR",2004,"Fish; flours, meals and pellets, fit for human consumption",Export,97112,19693,Weight in kilograms,19693
"China, Hong Kong SAR",2004,"Fish; flours, meals and pellets, fit for human consumption",Re-Export,97112,19693,Weight in kilograms,19693
"China, Hong Kong SAR",2004,"Fish; livers, roes and milt of fish, dried, smoked, salted or in brine",Import,903899,194657,Weight in kilograms,194657
"China, Hong Kong SAR",2004,"Fish; livers, roes and milt of fish, dried, smoked, salted or in brine",Export,289475,130887,Weight in kilograms,130887
"China, Hong Kong SAR",2004,"Fish; livers, roes and milt of fish, dried, smoked, salted or in brine",Re-Export,289475,130887,Weight in kilograms,130887
"China, Hong Kong SAR",2004,"Fish fillets, dried/salted/in brine but not smoked",Import,707045,107266,Weight in kilograms,107266
"China, Hong Kong SAR",2004,"Fish fillets, dried/salted/in brine but not smoked",Export,344355,38663,Weight in kilograms,38663
"China, Hong Kong SAR",2004,"Fish fillets, dried/salted/in brine but not smoked",Re-Export,344355,38663,Weight in kilograms,38663
"China, Hong Kong SAR",2004,"Fish; smoked, whether or not cooked before or during smoking, salmon, Pacific (Oncorhynchus nerka, gorbuscha, keta, tschawytscha, kisutch, masou, rhodurus), Atlantic (Salmo salar) and Danube (Hucho hucho), includes fillets, but excludes edible fish offal",Import,2355022,174535,Weight in kilograms,174535
"China, Hong Kong SAR",2004,"Fish; smoked, whether or not cooked before or during smoking, salmon, Pacific (Oncorhynchus nerka, gorbuscha, keta, tschawytscha, kisutch, masou, rhodurus), Atlantic (Salmo salar) and Danube (Hucho hucho), includes fillets, but excludes edible fish offal",Export,156442,17279,Weight in kilograms,17279
"China, Hong Kong SAR",2004,"Fish; smoked, whether or not cooked before or during smoking, salmon, Pacific (Oncorhynchus nerka, gorbuscha, keta, tschawytscha, kisutch, masou, rhodurus), Atlantic (Salmo salar) and Danube (Hucho hucho), includes fillets, but excludes edible fish offal",Re-Export,51108,4796,Weight in kilograms,4796
"China, Hong Kong SAR",2004,"Fish; smoked, whether or not cooked before or during smoking, herrings (Clupea harengus, Clupea pallasii), includes fillets, but excludes edible fish offal",Import,9281,836,Weight in kilograms,836
"China, Hong Kong SAR",2004,"Fish; smoked, whether or not cooked before or during smoking, n.e.c. in item no. 0305.4, includes fillets, but excludes edible fish offal",Import,445822,56037,Weight in kilograms,56037
"China, Hong Kong SAR",2004,"Fish; smoked, whether or not cooked before or during smoking, n.e.c. in item no. 0305.4, includes fillets, but excludes edible fish offal",Export,289269,41558,Weight in kilograms,41558
"China, Hong Kong SAR",2004,"Fish; smoked, whether or not cooked before or during smoking, n.e.c. in item no. 0305.4, includes fillets, but excludes edible fish offal",Re-Export,130710,25654,Weight in kilograms,25654
"China, Hong Kong SAR",2004,"Fish; dried, whether or not salted but not smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",Import,36396,4020,Weight in kilograms,4020
